player,season,matches,runs,balls_faced,strike_rate,wickets,overs_bowled,economy,catches,run_outs
HV Patel,2026,5,10,9,111.11,0,13.4,10.83,0,0
Krish Bhagat,2026,3,10,21,47.62,0,6,10.5,1,0
Kuldeep Yadav,2026,11,9,21,42.86,10,37,10.3,1,0
TA Boult,2026,5,8,4,200,2,16.1,11.63,1,0
E Malinga,2026,15,7,17,41.18,20,54.2,9.33,4,1
JJ Bumrah,2026,13,7,7,100,4,49,8.37,1,1
LG Pretorius,2026,2,7,8,87.5,0,0,,0,0
MJ Henry,2026,3,7,10,70,2,10,13,1,0
Avesh Khan,2026,7,6,6,100,6,24.4,11.07,2,0
DA Payne,2026,2,6,5,120,2,5,14,0,0
M Prasidh Krishna,2026,12,6,7,85.71,16,39,10.44,5,1
R Minz,2026,2,6,4,150,0,0,,0,0
AJ Hosein,2026,7,5,3,166.67,8,24.4,8.03,2,0
Arjun Tendulkar,2026,1,5,5,100,1,4,9,1,0
CV Varun,2026,11,5,6,83.33,11,41,8.78,2,1
Harpreet Brar,2026,2,5,3,166.67,2,8,7.5,1,0
MP Yadav,2026,4,5,5,100,0,16,11.38,0,0
Mohammed Siraj,2026,17,5,16,31.25,19,62,9.06,4,0
Sakib Hussain,2026,11,5,7,71.43,15,42,9.45,1,0
JD Unadkat,2026,4,4,3,133.33,4,12.5,10.91,3,0
L Ngidi,2026,11,4,7,57.14,13,41.2,8.23,0,0
Ravi Singh,2026,1,4,2,200,0,0,,0,1
SR Dubey,2026,4,4,2,200,5,12.5,8.26,0,0
PP Hinge,2026,7,3,9,33.33,14,26,11.73,2,0
Rasikh Salam,2026,12,3,2,150,20,42.5,9.46,2,0
AF Milne,2026,1,2,2,100,0,3.2,12.3,0,0
AM Ghazanfar,2026,11,2,3,66.67,15,38.5,10.02,1,0
Brijesh Sharma,2026,13,2,4,50,14,45.3,9.89,1,0
DS Rathi,2026,10,2,5,40,5,39,10.18,4,0
DV Malewar,2026,2,2,5,40,0,0,,0,0
Mukesh Choudhary,2026,8,2,2,100,8,28,8.89,2,1
Vijaykumar Vyshak,2026,9,2,4,50,9,31,10.65,1,1
Arshdeep Singh,2026,14,1,1,100,14,53,10.21,4,0
Ashok Sharma,2026,6,1,4,25,6,21,10.86,1,0
Ashwani Kumar,2026,3,1,6,16.67,6,10,10.2,0,0
SS Mishra,2026,2,1,3,33.33,2,6.2,10.58,0,0
T Natarajan,2026,10,1,2,50,6,31.5,11.18,2,0
VG Arora,2026,10,1,3,33.33,11,38,10.26,2,0
A Nortje,2026,1,0,1,0,0,4,9.75,0,0
Abhinandan Singh,2026,3,0,0,,3,9.4,12.62,2,0
Akash Singh,2026,2,0,0,,4,7,11.43,1,0
B Muzarabani,2026,2,0,0,,4,7,10.71,0,0
BJ Dwarshuis,2026,1,0,0,,1,4,12.75,1,0
D Madushanka,2026,1,0,0,,1,4,9,2,0
Gurjapneet Singh,2026,8,0,0,,4,25.1,9.26,5,0
JA Duffy,2026,6,0,0,,9,24,10.96,1,0
JM Cox,2026,0,0,0,,0,0,,1,0
JR Hazlewood,2026,13,0,1,0,15,51.3,9.59,6,0
K Khejroliya,2026,1,0,0,,0,2,15.5,0,0
KK Ahmed,2026,5,0,0,,2,16.5,8.67,0,0
LH Ferguson,2026,3,0,0,,1,11,12.82,0,0
M Markande,2026,3,0,0,,0,5,15.2,1,0
M Pathirana,2026,1,0,0,,0,1.2,6.75,0,0
M Siddharth,2026,4,0,0,,6,15,9.67,2,0
MA Starc,2026,6,0,2,0,11,22,10.18,2,1
MJ Suthar,2026,3,0,0,,2,6,11.33,2,0
Mohsin Khan,2026,7,0,4,0,11,28,8.14,2,0
Mukesh Kumar,2026,10,0,0,,6,31.2,11.27,2,0
Navdeep Saini,2026,1,0,0,,0,3,12.33,0,0
P Dubey,2026,0,0,0,,0,0,,2,0
PVD Chameera,2026,1,0,3,0,0,2,9,0,0
Prince Yadav,2026,14,0,1,0,17,52.1,8.88,3,0
R Sai Kishore,2026,2,0,0,,1,4,11.5,0,0
RD Chahar,2026,1,0,0,,0,4,11.5,1,0
RS Ghosh,2026,1,0,0,,1,3,8,1,0
Raghu Sharma,2026,5,0,0,,1,15,8.67,0,0
Ravi Bishnoi,2026,9,0,3,0,11,26,9.88,4,0
SH Johnson,2026,3,0,1,0,2,11,10.18,1,0
Sandeep Sharma,2026,6,0,0,,5,19.4,11.39,2,0
Suyash Sharma,2026,12,0,0,,9,40.5,9.21,0,0
T Vijay,2026,1,0,0,,0,2,14.5,1,0
YS Chahal,2026,12,0,0,,12,41,9.39,3,0
Yash Raj Punja,2026,8,0,0,,9,30,9.3,0,0
Yash Thakur,2026,1,0,0,,2,4,13.75,0,0
